SubjectID,Gender,Age,BlockType,BlockNumber,TrialNumber,Stimulus,IsTarget,Response,RT,Correct,VAS_Rating,Timestamp
002,M,25,0,1,1,N,1,LEFT,0.526099690992851,1,8,2025-11-22 17:11:29
002,M,25,0,1,2,Q,0,RIGHT,0.52204646501923,1,8,2025-11-22 17:11:29
002,M,25,0,1,3,N,1,LEFT,0.521105209016241,1,8,2025-11-22 17:11:29
002,M,25,0,1,4,N,1,LEFT,0.655322222970426,1,8,2025-11-22 17:11:29
002,M,25,0,1,5,L,0,RIGHT,0.531130846997257,1,8,2025-11-22 17:11:29
002,M,25,0,1,6,V,0,RIGHT,0.68837639701087,1,8,2025-11-22 17:11:29
002,M,25,0,1,7,C,0,RIGHT,0.763467515993398,1,8,2025-11-22 17:11:29
002,M,25,0,1,8,D,0,RIGHT,0.521495298016816,1,8,2025-11-22 17:11:29
002,M,25,0,1,9,F,0,,NaN,0,8,2025-11-22 17:11:29
002,M,25,0,1,10,K,0,RIGHT,0.591442484990694,1,8,2025-11-22 17:11:29
002,M,25,0,1,11,V,0,RIGHT,0.521492916974239,1,8,2025-11-22 17:11:29
002,M,25,0,1,12,V,0,RIGHT,0.522133324993774,1,8,2025-11-22 17:11:29
002,M,25,0,1,13,C,0,RIGHT,0.522261381032877,1,8,2025-11-22 17:11:29
002,M,25,0,1,14,K,0,RIGHT,0.523636425030418,1,8,2025-11-22 17:11:29
002,M,25,0,1,15,N,0,LEFT,0.563124422042165,0,8,2025-11-22 17:11:29
002,M,25,0,1,16,L,0,RIGHT,0.711567802994978,1,8,2025-11-22 17:11:29
002,M,25,0,1,17,R,0,RIGHT,0.661797620996367,1,8,2025-11-22 17:11:29
002,M,25,0,1,18,Q,0,RIGHT,0.520834530005231,1,8,2025-11-22 17:11:29
002,M,25,0,1,19,H,0,RIGHT,0.520932559040375,1,8,2025-11-22 17:11:29
002,M,25,0,1,20,N,1,,NaN,0,8,2025-11-22 17:11:29
002,M,25,1,2,1,F,0,RIGHT,0.824043917004019,1,10,2025-11-22 17:13:17
002,M,25,1,2,2,F,1,LEFT,0.544938437000383,1,10,2025-11-22 17:13:17
002,M,25,1,2,3,J,0,,NaN,0,10,2025-11-22 17:13:17
002,M,25,1,2,4,J,1,LEFT,0.634837138990406,1,10,2025-11-22 17:13:17
002,M,25,1,2,5,J,1,LEFT,0.569538648007438,1,10,2025-11-22 17:13:17
002,M,25,1,2,6,C,0,,NaN,0,10,2025-11-22 17:13:17
002,M,25,1,2,7,S,0,LEFT,0.692805340979248,0,10,2025-11-22 17:13:17
002,M,25,1,2,8,H,0,RIGHT,0.522035581001546,1,10,2025-11-22 17:13:17
002,M,25,1,2,9,L,0,RIGHT,0.658423304033931,1,10,2025-11-22 17:13:17
002,M,25,1,2,10,N,0,RIGHT,0.995560836978257,1,10,2025-11-22 17:13:17
002,M,25,1,2,11,X,0,RIGHT,0.725553138996474,1,10,2025-11-22 17:13:17
002,M,25,1,2,12,L,0,RIGHT,0.725522677006666,1,10,2025-11-22 17:13:17
002,M,25,1,2,13,Z,0,RIGHT,0.673759158002213,1,10,2025-11-22 17:13:17
002,M,25,1,2,14,J,0,RIGHT,0.808631555002648,1,10,2025-11-22 17:13:17
002,M,25,1,2,15,S,0,RIGHT,0.679703633009922,1,10,2025-11-22 17:13:17
002,M,25,1,2,16,R,0,RIGHT,0.555479443981312,1,10,2025-11-22 17:13:17
002,M,25,1,2,17,N,0,RIGHT,0.705353497003671,1,10,2025-11-22 17:13:17
002,M,25,1,2,18,R,0,RIGHT,0.615442069945857,1,10,2025-11-22 17:13:17
002,M,25,1,2,19,R,0,LEFT,0.647024523001164,0,10,2025-11-22 17:13:17
002,M,25,1,2,20,R,1,LEFT,0.772189259005245,1,10,2025-11-22 17:13:17
002,M,25,2,3,1,W,0,RIGHT,0.584386205999181,1,21,2025-11-22 17:14:20
002,M,25,2,3,2,R,0,RIGHT,0.522797930985689,1,21,2025-11-22 17:14:20
002,M,25,2,3,3,F,0,RIGHT,0.648624829016626,1,21,2025-11-22 17:14:20
002,M,25,2,3,4,K,0,RIGHT,0.752719691023231,1,21,2025-11-22 17:14:20
002,M,25,2,3,5,M,0,RIGHT,0.635327969968785,1,21,2025-11-22 17:14:20
002,M,25,2,3,6,Z,0,LEFT,0.821916795975994,0,21,2025-11-22 17:14:20
002,M,25,2,3,7,M,1,LEFT,0.710370311979204,1,21,2025-11-22 17:14:20
002,M,25,2,3,8,W,0,RIGHT,0.522921606025193,1,21,2025-11-22 17:14:20
002,M,25,2,3,9,Q,0,RIGHT,0.68615573795978,1,21,2025-11-22 17:14:20
002,M,25,2,3,10,K,0,RIGHT,1.08710963500198,1,21,2025-11-22 17:14:20
002,M,25,2,3,11,F,0,RIGHT,1.00597753899638,1,21,2025-11-22 17:14:20
002,M,25,2,3,12,L,0,RIGHT,0.534550877986476,1,21,2025-11-22 17:14:20
002,M,25,2,3,13,M,0,RIGHT,1.00184503605124,1,21,2025-11-22 17:14:20
