SubjectID,Gender,Age,BlockType,BlockNumber,TrialNumber,Stimulus,IsTarget,Response,RT,Correct,VAS_Baseline,VAS_PostBlock,Timestamp
ex_001,F,24,0,1,61,R,0,RIGHT,0.428206783020869,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,62,V,1,LEFT,0.521335810015444,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,63,Z,0,RIGHT,0.345036003971472,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,64,V,1,LEFT,0.635508678969927,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,65,D,0,RIGHT,0.432473391992971,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,66,D,0,RIGHT,0.324257828993723,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,67,H,0,RIGHT,0.330213122011628,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,68,V,0,LEFT,0.47462329902919,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,69,H,0,RIGHT,0.424921557016205,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,70,V,0,LEFT,0.449705128034111,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,71,G,0,RIGHT,0.410317472997122,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,72,X,0,RIGHT,0.501386559975799,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,73,J,0,RIGHT,0.421173849957995,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,74,F,0,RIGHT,0.577829407993704,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,75,H,0,RIGHT,0.399006360967178,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,76,Q,0,RIGHT,0.375295376055874,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,77,M,0,RIGHT,0.385146522952709,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,78,K,0,RIGHT,0.52160505700158,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,79,V,0,LEFT,0.588355260028038,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,80,P,0,RIGHT,0.421496384020429,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,81,N,0,RIGHT,0.360883370041847,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,82,X,0,RIGHT,0.327053437998984,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,83,H,0,RIGHT,0.371069184038788,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,84,T,0,RIGHT,0.321994655008893,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,85,T,0,RIGHT,0.331775573024061,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,86,K,0,RIGHT,0.376886298996396,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,87,P,0,RIGHT,0.4654027139768,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,88,V,1,RIGHT,0.420711464015767,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,89,C,0,RIGHT,0.320910609967541,1,4,13,2025-11-23 10:19:49
